Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,1.0,0.0,1.0,0.0,0.87396806630846,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.8774708531631372,0.8742335460026576
0,1.0,0.0,1.0,1.0,0.8029589191487349,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.7564122951904251,0.7865686543567323
0,1.0,1.0,1.0,1.0,0.9866348196821362,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.9451155048958216,0.973461241036665
0,1.0,1.0,1.0,1.0,0.9796543909278452,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.9886390594442412,0.9837825788229164
0,1.0,0.0,1.0,1.0,0.9494411996512406,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.0367408011138836,0.6645252785812952
0,1.0,0.0,1.0,1.0,0.8313363640151087,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.051554827430843,0.5788040145128832
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0542046793310351,0.0117066340512698
0,0.0,0.0,0.0,0.0,0.8625596086894544,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7532096887492581,0.8252065928779768
0,0.0,0.0,1.0,0.0,0.5997544082425733,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7631109219569261,0.6446404933627499
0,1.0,0.0,1.0,0.0,0.9453745406631712,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5957828292651279,0.8358173502087654
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7567669574831064,0.2261640324460026
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49012499099612,0.1447714723642654
1,0.0,0.0,0.0,0.0,0.8952397241077967,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5826822269163121,0.7944164870945261
1,0.0,1.0,1.0,1.0,0.8625596086894544,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.878318607872056,0.8582884967528897
1,1.0,0.0,1.0,1.0,0.7118915419153378,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.772143372621259,0.726823569195745
1,0.0,0.0,0.0,0.0,0.4189617378034388,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8982710966538998,0.5553436372198801
0,1.0,0.0,1.0,1.0,0.9534383396859258,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96444480038942,0.954149296479941
1,1.0,0.0,0.0,0.0,0.6332152489204042,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6228829196701398,0.6375554004691824
1,0.0,0.0,0.0,0.0,0.7706556402309497,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.878318607872056,0.8110573081542303
0,1.0,0.0,0.0,0.0,0.996729639025934,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.988868663430579,0.9928010575512358
0,0.0,0.0,0.0,0.0,0.8901004623307206,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.8478158214027509,0.8812869572613824
0,1.0,0.0,0.0,0.0,0.3241530487862445,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0672601967771246,0.221219670748853
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0381046436485044,0.0067920921324813
1,1.0,0.0,1.0,1.0,0.9002684555126956,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.9047596106716768,0.9016198525914814
0,1.0,0.0,0.0,0.0,0.8245582952890139,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5359996953822836,0.7374239578711483
0,0.0,0.0,1.0,1.0,0.6758469512137554,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.5831732099964264,0.6405457492930837
0,0.0,0.0,0.0,0.0,0.4862295731793668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5816989042406027,0.5167292374356394
0,1.0,0.0,0.0,0.0,0.4550063285050211,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.3552690878528248,0.4214512098163128
1,1.0,0.0,1.0,1.0,0.3763300355100875,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.8183154367952712,0.5188988085697237
0,0.0,0.0,0.0,0.0,0.8566396216528899,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.6666666666666666,0.6292232968589113,0.7768767633624101
0,1.0,0.0,1.0,1.0,0.7873646752581185,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0659689166749846,0.5786920517848866
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5909681522596957,0.1755538850884023
0,1.0,0.0,0.0,1.0,0.8029589191487349,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1680379334550963,0.6091075680871132
0,1.0,0.0,0.0,0.0,0.1620765243931222,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1528742026702847,0.1166172276740557
0,1.0,0.0,1.0,0.0,0.9687767553256544,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.7238647188333425,0.8909717313932259
0,1.0,0.0,0.0,0.0,0.7004830842963321,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7810255643986825,0.7284503052813476
0,0.0,0.0,1.0,0.0,0.996729639025934,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8106784427840044,0.936833774292242
0,0.0,0.0,0.0,0.0,0.9796543909278452,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6456263553856298,0.8743492105964195
1,1.0,0.0,0.0,0.0,0.4862295731793668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4836599866625741,0.5132896809316072
1,0.0,0.0,0.0,0.0,0.1620765243931222,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8864449141875181,0.3634252278848882
0,1.0,0.0,1.0,0.0,0.2568852134103166,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3492186654688523,0.2741847802787507
0,0.0,0.0,0.0,0.0,0.9002684555126956,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.0555246900453592,0.652478327438403
1,1.0,0.0,0.0,0.0,0.1620765243931222,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5300699174439627,0.2558619691421804
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.747468299430389,0.2233256135946614
0,0.0,0.0,0.0,0.0,0.4550063285050211,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0555246900453592,0.3140944013105749
0,1.0,0.0,1.0,1.0,0.990048413124991,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9342927942029756,0.9716389761668782
0,1.0,0.0,0.0,0.0,0.3763300355100875,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.9358161734446112,0.5504305607353572
0,0.0,0.0,1.0,0.0,0.996729639025934,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0381046436485044,0.7044424454569633
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.7496285615625955,0.2239850344191643
1,0.0,0.0,1.0,1.0,0.6170828528981435,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.849904456887479,0.6785384518559785
0,0.0,0.0,0.0,0.0,0.7873646752581185,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.0312503253626026,0.5648685972320098
0,1.0,0.0,0.0,0.0,0.941235901684388,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8009759820792484,0.894079788597955
1,1.0,1.0,1.0,0.0,0.4189617378034388,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8850526211900163,0.5571431923679271
1,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.4216566485836197,0.1238714852132241
0,0.0,0.0,1.0,1.0,0.8952397241077967,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.8575914919881518,0.8830060312960128
0,1.0,0.0,0.0,0.0,0.7004830842963321,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9503223375674952,0.7764741765730252
1,0.0,1.0,0.0,0.0,0.7004830842963321,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.8264674128812723,0.736793047191596
1,0.0,1.0,0.0,0.0,0.8443300954891935,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7634611640567273,0.8179073181037269
0,0.0,0.0,1.0,1.0,0.7431147865896834,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0408219220931291,0.532767396062154
1,1.0,0.0,1.0,1.0,0.7873646752581185,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.8788830308231361,0.806480188260333
1,0.0,0.0,1.0,0.0,0.7118915419153378,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9312329344708536,0.7762188131058767
1,1.0,0.0,1.0,1.0,0.6884893272528545,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.9255772391444284,0.761697701334002
0,0.0,0.0,0.0,0.0,0.932732164624072,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.7930850395169013,0.8854251332117147
1,1.0,0.0,0.0,0.0,0.1620765243931222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.0298688393086212,0.0666623338501687
1,0.0,1.0,1.0,0.0,0.7706556402309497,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9307212486990624,0.819403221120105
0,1.0,0.0,0.0,0.0,0.8952397241077967,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6421221980211178,0.8208545405787473
0,0.0,0.0,0.0,0.0,0.6758469512137554,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.039465011421311,0.4949316017755087
0,0.0,0.0,1.0,1.0,0.923907457028818,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.044872086104496,0.6587958879272611
1,0.0,0.0,1.0,1.0,0.8794701318790142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6000792284482519,0.7969897800642665
0,0.0,0.0,0.0,0.0,0.2568852134103166,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0475552277406599,0.1836184726164768
0,1.0,0.0,0.0,0.0,0.3241530487862445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.4795047589838801,0.3647254129832843
1,1.0,0.0,1.0,1.0,0.4189617378034388,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.8122785160881101,0.5272310891830929
0,1.0,1.0,1.0,0.0,0.8313363640151087,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.9124961326298447,0.8489391214982143
0,0.0,0.0,1.0,1.0,0.9866348196821362,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.6381523354066019,0.8780216768767715
1,0.0,0.0,0.0,0.0,0.3763300355100875,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8878335861328255,0.5387272332166149
0,0.0,0.0,0.0,0.0,0.2568852134103166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4771157435352839,0.3057442431957932
0,0.0,1.0,0.0,0.0,0.3241530487862445,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7383719284611363,0.4608296933990545
0,0.0,0.0,0.0,0.0,0.3241530487862445,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.1744071230367683,0.2979215601842608
1,0.0,0.0,1.0,0.0,0.1620765243931222,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870893476236906,0.3540213903345853
0,1.0,0.0,1.0,1.0,0.8625596086894544,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9596170635037392,0.8917137523170042
0,1.0,0.0,0.0,0.0,0.5384065599032098,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.8814155765765372,0.6240738691897338
0,1.0,1.0,0.0,0.0,0.7431147865896834,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7924221666049474,0.7677192519314862
0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9463598402574092,0.981412543863068
1,0.0,0.0,1.0,0.0,0.7431147865896834,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9044908243272132,0.7924972111931448
0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8314228457771531,0.9489785331200636
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5611311133180767,0.1664461177826307
1,0.0,0.0,0.0,0.0,0.6758469512137554,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.8421051352874782,0.7282515774327976
0,1.0,0.0,0.0,0.0,0.3241530487862445,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.4196605936908135,0.3514828391351868
1,1.0,1.0,0.0,0.0,0.8379234756068777,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.8570040947209887,0.8365914887870722
0,0.0,0.0,0.0,0.0,0.5606926531244064,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7564122951904251,0.6284514210070324
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7143535292971839,0.2132173176157112
0,1.0,0.0,0.0,0.0,0.87396806630846,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7884275539933467,0.8429461667925779
1,0.0,1.0,1.0,0.0,0.6483060975724891,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.8236596374610912,0.6996137671673941
0,1.0,0.0,0.0,0.0,0.9147365954132972,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.9798401290381688,0.9339493255929718
1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1594257457498873,0.0438254039628279
0,0.0,0.0,1.0,1.0,0.8505658516459769,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0475552277406599,0.6021888775666355
0,1.0,1.0,1.0,1.0,0.7431147865896834,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7880933166979252,0.7486406755648136
0,1.0,0.0,1.0,1.0,0.8029589191487349,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.632812850290585,0.7457864283749425
0,1.0,0.0,0.0,1.0,0.4862295731793668,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0340026204361103,0.3481890442756445
1,0.0,1.0,1.0,0.0,0.8794701318790142,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.9471050519094312,0.8940600181559786
0,0.0,0.0,1.0,0.0,0.9453745406631712,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.7204601755537965,0.8786412669127424
0,0.0,0.0,1.0,1.0,0.5997544082425733,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0711154053087437,0.4357009198295109
0,1.0,0.0,0.0,0.0,0.8625596086894544,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.8496065801366566,0.8513231344732761
0,1.0,0.0,1.0,1.0,0.7331631997146744,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.039465011421311,0.512731060626521
0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8125979561586614,0.9386157578746684
0,0.0,0.0,0.0,0.0,0.937022688634494,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.8167333791578404,0.8960590242598117
0,1.0,0.0,1.0,0.0,0.9051913109828058,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.966124248385578,0.919969892703718
1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7542793600158566,0.2254046923879469
