Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0.0,0.0,0.0,0.0,0.7952917733135264,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5919345671153788,0.717069145611706
2,1.0,0.0,1.0,1.0,0.9002684555126956,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.9047596106716767,0.9016198525914814
2,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.26893526020936753,0.07725322424407427
0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.8534660758432371,0.9494641637750423
2,0.0,0.0,0.0,1.0,0.6624817708958916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.6757575339549708,0.6622009828592952
0,0.0,1.0,1.0,0.0,0.9967296390259341,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.8883880452293789,0.9593309412776303
0,1.0,1.0,1.0,0.0,0.16207652439312228,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.25,0.8836566882066803,0.36969031890913556
0,0.0,0.0,1.0,1.0,0.7706556402309497,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.75,0.6875917041174513,0.7500992762828549
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.05420467933103512,0.011706634051269815
0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4848412793169792,0.14315861739636576
0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9077073645485028,0.9706072451894694
2,1.0,0.0,0.0,0.0,0.37633003551008753,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7155038580624051,0.46039311035670755
0,0.0,0.0,0.0,0.0,0.8952397241077967,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.7532096887492581,0.8541097340482882
2,1.0,0.0,0.0,0.0,0.8245582952890139,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.9411140318393061,0.8541533652434135
2,0.0,0.0,0.0,0.0,0.5606926531244064,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.89663657273868,0.6640247321447916
0,1.0,0.0,1.0,1.0,0.5384065599032098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.75,0.5333125026847898,0.5265984626225231
0,0.0,0.0,1.0,1.0,0.993412888408231,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.7116597517392349,0.9057940561385296
0,0.0,0.0,1.0,1.0,0.6624817708958916,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,0.75,0.06854836160458166,0.5056207697569941
0,0.0,0.0,0.0,0.0,0.9687767553256543,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.7880933166979252,0.9054290281016144
0,0.0,0.0,1.0,0.0,0.5997544082425733,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.7631109219569261,0.6446404933627499
0,0.0,0.0,0.0,0.0,0.9100126570100423,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.8183154367952712,0.8697930262346756
0,1.0,0.0,0.0,0.0,0.16207652439312228,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5300699174439627,0.26743727295453396
2,0.0,0.0,0.0,0.0,0.16207652439312228,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.7934161676279796,0.33200335608488535
0,1.0,0.0,0.0,0.0,0.9239074570288179,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.7874242137757768,0.8822811652861879
0,0.0,0.0,1.0,1.0,0.990048413124991,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.6711991945261038,0.8836778887336314
0,0.0,1.0,0.0,0.0,0.8794701318790142,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8534660758432371,0.8669332245987165
2,0.0,0.0,0.0,0.0,0.6332152489204042,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.9034143238375663,0.7055776061084209
0,0.0,1.0,1.0,0.0,0.7526600710201751,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.7139695349893711,0.7391487990843923
2,0.0,1.0,1.0,0.0,0.4862295731793668,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.7934161676279796,0.5732382001501573
0,0.0,1.0,1.0,1.0,0.9573682977066487,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.25,0.753566483992739,0.8912480994077012
2,1.0,1.0,0.0,0.0,0.6758469512137554,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.8833770631350886,0.7391394993796772
0,0.0,0.0,1.0,1.0,0.9687767553256543,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.9063694934852276,0.9479667582518969
0,1.0,1.0,1.0,1.0,0.9796543909278452,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.9515546115093256,0.9666177097507274
0,0.0,0.0,1.0,1.0,0.8245582952890139,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.25,0.16696897601698013,0.6294844028770554
0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.9468567635710805,0.9836052385056604
0,0.0,0.0,1.0,0.0,0.9002684555126956,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.9109046439344528,0.9001703070004812
0,1.0,0.0,0.0,0.0,0.9573682977066487,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8513913530363317,0.9240758867165393
0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44631458318898654,0.8246737140102136
0,0.0,0.0,1.0,1.0,0.6758469512137554,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.25,0.5831732099964264,0.6405457492930837
2,0.0,0.0,0.0,0.0,0.5137704268206332,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.8774708531631372,0.6225881620291589
0,0.0,0.0,0.0,0.0,0.2568852134103166,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.7567669574831064,0.4178522502402276
0,1.0,0.0,1.0,0.0,0.9002684555126956,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.7817027288039684,0.8587311281725405
0,0.0,0.0,0.0,0.0,0.8029589191487349,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7837290844124989,0.7968527753881027
0,0.0,0.0,1.0,1.0,0.9147365954132973,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.05288139721134799,0.6360218894255532
0,1.0,0.0,0.0,0.0,0.5384065599032098,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.7880933166979252,0.6282128144191079
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5278972020878472,0.15630145393921574
0,0.0,0.0,1.0,1.0,0.9239074570288179,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,0.059465254513855426,0.6618352657229083
0,1.0,1.0,1.0,1.0,0.9724591463587337,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96684239787111,0.9671385646422623
0,1.0,0.0,1.0,1.0,0.9650354435418571,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.15177442048537704,0.7053718004517291
0,0.0,0.0,0.0,1.0,0.2568852134103166,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6741044550432296,0.36583166128987304
0,0.0,1.0,0.0,0.0,0.9412359016843881,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.9615533994862391,0.943471175243431
0,0.0,0.0,0.0,0.0,0.8952397241077967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.25,0.5953033105422829,0.8089045750380184
0,0.0,0.0,1.0,1.0,0.4862295731793668,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5856213759634898,0.5288273451939474
0,1.0,1.0,0.0,0.0,0.7952917733135264,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.7528526549265258,0.7694928247041433
0,0.0,0.0,1.0,1.0,0.8901004623307206,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.25,0.18692200989695618,0.6796474601592002
2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.7847393856827058,0.23470262662479674
0,0.0,0.0,1.0,1.0,0.5606926531244064,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5439810706299895,0.5547393428975651
2,0.0,0.0,1.0,0.0,0.45500632850502115,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7557022630884518,0.5337049068576889
0,0.0,0.0,0.0,0.0,0.87396806630846,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.928155438562217,0.8864660657644154
0,0.0,0.0,1.0,0.0,0.9100126570100423,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.05288139721134799,0.6432897677470986
0,1.0,0.0,0.0,0.0,0.5137704268206332,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.9044908243272132,0.6338806021823853
0,0.0,0.0,1.0,0.0,0.8313363640151087,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.6542874384275903,0.7773409031400749
0,0.0,0.0,1.0,1.0,0.9051913109828058,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.06596891667498461,0.6567274047616092
0,0.0,0.0,1.0,1.0,0.8952397241077967,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.0475552277406599,0.6353552047777788
0,1.0,0.0,1.0,0.0,0.7873646752581185,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.3282769985732099,0.6491929851998228
0,1.0,0.0,1.0,1.0,0.7952917733135264,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026053518575398,0.8015490088678869
0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7524953822052658,0.2248601324934711
0,1.0,0.0,1.0,1.0,0.9796543909278452,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8151466200049189,0.9317719544744858
0,0.0,0.0,0.0,0.0,0.9760844437526608,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.25,0.964204447442754,0.9673221339983376
0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9130255764630126,0.9752021863020437
2,0.0,0.0,0.0,0.0,0.5810382621965612,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7820409892283324,0.6353991495122777
0,1.0,0.0,1.0,1.0,0.9967296390259341,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.25,0.693212219826024,0.9016044082580348
2,1.0,0.0,0.0,0.0,0.37633003551008753,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.07621276203621008,0.2935429733202762
0,1.0,0.0,0.0,0.0,0.9239074570288179,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.07494297769936598,0.6642899187933984
2,0.0,1.0,1.0,0.0,0.7526600710201751,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.9001717385967392,0.7979780142525836
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.05420467933103512,0.011706634051269815
0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.03400262043611035,0.005539948011395457
0,1.0,0.0,0.0,0.0,0.8505658516459769,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.8808538258019434,0.8567207108085615
0,0.0,1.0,1.0,0.0,0.9796543909278452,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.4883695568823372,0.8282251763973447
2,1.0,0.0,1.0,0.0,0.9866348196821362,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9591318803154247,0.9785072589469497
0,1.0,0.0,0.0,0.0,0.37633003551008753,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.15287420267028473,0.2727273640867535
0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.9299527994486474,0.971757302443433
0,0.0,0.0,0.0,0.0,0.8103826219656114,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.75,0.2680505142538252,0.6354518675584935
0,1.0,0.0,0.0,0.0,0.8794701318790142,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.75,0.8771879688852611,0.8704009995308577
0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.25,0.03262824628732042,0.6981972078304468
2,1.0,0.0,1.0,0.0,0.937022688634494,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8906001418662122,0.9176163212386461
0,0.0,0.0,0.0,0.0,0.9239074570288179,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.6169272398999643,0.8290307796099043
0,0.0,0.0,0.0,0.0,0.8794701318790142,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8616852781253619,0.871758642877025
2,0.0,1.0,1.0,0.0,0.8443300954891935,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7652089366876709,0.8194259532632819
0,0.0,0.0,1.0,1.0,0.9724591463587337,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5851326399458414,0.8482739660065675
0,1.0,0.0,1.0,1.0,0.2568852134103166,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.851094304871785,0.4206983834210795
0,0.0,0.0,0.0,0.0,0.8379234756068777,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28375588360010706,0.6670848151224109
2,0.0,0.0,1.0,1.0,0.5384065599032098,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.9095747701162131,0.6579027664689008
0,0.0,0.0,0.0,0.0,0.868333408163904,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.75,0.06596891667498461,0.6183312379351169
0,1.0,0.0,1.0,1.0,0.7706556402309497,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.8227204216305273,0.7725745562319175
0,0.0,0.0,1.0,1.0,0.9412359016843881,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.9071726183225333,0.9260006290556102
0,0.0,0.0,0.0,0.0,0.41896173780343887,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.06726019677712469,0.2919605664749502
2,1.0,0.0,0.0,0.0,0.2568852134103166,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7503467110481279,0.40783556384886016
0,0.0,0.0,1.0,1.0,0.45500632850502115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5455631282674203,0.4767482294668122
0,0.0,0.0,1.0,1.0,0.32415304878624457,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.07111540530874372,0.19683720181034298
0,1.0,0.0,0.0,0.0,0.817577866534723,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.8457189836818939,0.8282467109065896
2,0.0,1.0,0.0,0.0,0.7706556402309497,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7759192705054616,0.7713503734531095
0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.13613477339809466,0.7364577662389151
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.0421753931904818,0.008034689953965946
0,1.0,1.0,0.0,0.0,0.9967296390259341,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.6029244078020954,0.8730416935487464
0,0.0,0.0,0.0,0.0,0.5997544082425733,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.8274000665018115,0.679520139940119
2,0.0,0.0,1.0,1.0,0.7526600710201751,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.25,0.6228829196701398,0.714065367419122
0,1.0,0.0,0.0,0.0,0.9831706526480845,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5439810706299895,0.8403030155069231
2,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.35451652386354726,0.10337693700998579
2,1.0,0.0,0.0,0.0,0.16207652439312228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4741143637267724,0.2385592771364175
0,0.0,0.0,0.0,0.0,0.8794701318790142,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.25,0.1827828879135207,0.6757976303562618
0,0.0,0.0,0.0,0.0,0.7331631997146744,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7546354414308549,0.74153514886627
0,0.0,0.0,1.0,1.0,0.9724591463587337,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.75,0.05420467933103512,0.6876404278598685
0,1.0,0.0,0.0,1.0,0.9453745406631712,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.03810464364850441,0.6733583997295352
2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.7212186189512102,0.21531288880239868
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.8402889972712204,0.950895947382711
2,0.0,0.0,0.0,0.0,0.4862295731793668,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.7264977699134794,0.5542485059240312
0,0.0,0.0,1.0,0.0,0.9612332947607123,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.913818759171888,0.9389422626573751
0,1.0,0.0,0.0,0.0,0.9724591463587337,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.25,0.8170501659140927,0.9191691099692527
0,1.0,1.0,1.0,0.0,0.9967296390259341,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.14512772807481955,0.7394785952942298
0,0.0,0.0,1.0,1.0,0.9760844437526608,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.903144859253497,0.9506687723675324
0,1.0,0.0,0.0,0.0,0.2568852134103166,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,0.75,0.03810464364850441,0.19277052374939135
